bag_ts,header_stamp,longitudinal_velocity
1780294805.431581020,1780294805.431200027,1.5089999437332153
1780294805.443291903,1780294805.442867041,1.5240000486373901
1780294805.465976238,1780294805.465317726,1.5240000486373901
1780294805.487413406,1780294805.487013102,1.534000039100647
1780294805.499616146,1780294805.499207973,1.534000039100647
1780294805.528205395,1780294805.521575212,1.5369999408721924
1780294805.547357559,1780294805.545315981,1.4930000305175781
1780294805.569780350,1780294805.567991018,1.4930000305175781
1780294805.581402302,1780294805.580993891,1.4800000190734863
1780294805.605353117,1780294805.604230881,1.4819999933242798
1780294805.627964735,1780294805.627456665,1.4819999933242798
1780294805.642552853,1780294805.640257835,1.4869999885559082
1780294805.664936304,1780294805.662901640,1.4989999532699585
1780294805.686619759,1780294805.684812784,1.4989999532699585
1780294805.709088802,1780294805.707077265,1.5219999551773071
1780294805.725116014,1780294805.722137213,1.5410000085830688
1780294805.748301983,1780294805.745026350,1.5410000085830688
1780294805.775599003,1780294805.768167973,1.5169999599456787
1780294805.782081842,1780294805.781690121,1.5169999599456787
1780294805.807782173,1780294805.807208538,1.4919999837875366
1780294805.823908091,1780294805.822948456,1.4800000190734863
1780294805.846903324,1780294805.846420527,1.4800000190734863
1780294805.862293720,1780294805.858848810,1.4930000305175781
1780294805.884472132,1780294805.884169340,1.5199999809265137
1780294805.912282705,1780294805.910764694,1.5199999809265137
1780294805.926062346,1780294805.925550699,1.5290000438690186
1780294805.949153423,1780294805.947984695,1.5549999475479126
1780294805.963059664,1780294805.960808754,1.5549999475479126
1780294805.986394882,1780294805.985229254,1.555999994277954
1780294806.009076118,1780294806.008383274,1.5169999599456787
1780294806.021401882,1780294806.020356417,1.5169999599456787
1780294806.042531252,1780294806.042058468,1.49399995803833
1780294806.066934347,1780294806.066429377,1.49399995803833
1780294806.080431223,1780294806.078842878,1.4980000257492065
1780294806.103259802,1780294806.101053953,1.5260000228881836
1780294806.123153925,1780294806.122784853,1.5260000228881836
1780294806.145191431,1780294806.144817114,1.5429999828338623
1780294806.159342766,1780294806.158695698,1.5509999990463257
1780294806.183768034,1780294806.183479786,1.5509999990463257
1780294806.207355738,1780294806.206376314,1.5379999876022339
1780294806.219519615,1780294806.219036102,1.5089999437332153
1780294806.242190361,1780294806.241886854,1.5089999437332153
1780294806.266995668,1780294806.266675472,1.503000020980835
1780294806.279890776,1780294806.279181480,1.503000020980835
1780294806.303229809,1780294806.302789450,1.503000020980835
1780294806.319033623,1780294806.318609238,1.5260000228881836
1780294806.342787266,1780294806.341319084,1.5260000228881836
1780294806.364350080,1780294806.363166809,1.5379999876022339
1780294806.387247562,1780294806.385899544,1.5449999570846558
1780294806.410002947,1780294806.409080267,1.5449999570846558
1780294806.424217224,1780294806.423342466,1.5429999828338623
1780294806.445966959,1780294806.445739508,1.5219999551773071
1780294806.469387770,1780294806.469010592,1.5219999551773071
1780294806.483994961,1780294806.483719110,1.5069999694824219
1780294806.508263350,1780294806.506426811,1.496999979019165
1780294806.529788017,1780294806.527962208,1.496999979019165
1780294806.542805910,1780294806.542383194,1.4930000305175781
1780294806.566030979,1780294806.564981222,1.4930000305175781
1780294806.587884426,1780294806.586707354,1.5089999437332153
1780294806.602384567,1780294806.599469662,1.5089999437332153
1780294806.623534918,1780294806.622861147,1.5089999437332153
1780294806.645173788,1780294806.644867897,1.503999948501587
1780294806.659351349,1780294806.659059763,1.5110000371932983
1780294806.685236692,1780294806.685058355,1.5110000371932983
1780294806.708569050,1780294806.707877398,1.5049999952316284
1780294806.722754717,1780294806.720819235,1.4889999628067017
1780294806.744668484,1780294806.743135929,1.4889999628067017
1780294806.766522169,1780294806.764738321,1.4889999628067017
1780294806.787877560,1780294806.786900997,1.4889999628067017
1780294806.803496838,1780294806.801515341,1.4709999561309814
1780294806.823493004,1780294806.822835445,1.468999981880188
1780294806.845882654,1780294806.845002651,1.468999981880188
1780294806.868300438,1780294806.867433071,1.465000033378601
1780294806.880763531,1780294806.879301071,1.468999981880188
1780294806.902368784,1780294806.901463985,1.468999981880188
1780294806.924276829,1780294806.923788309,1.4670000076293945
1780294806.946551323,1780294806.945964336,1.4550000429153442
1780294806.969339609,1780294806.968079329,1.4550000429153442
1780294806.983378887,1780294806.982255459,1.4470000267028809
1780294807.006003857,1780294807.004355431,1.437000036239624
1780294807.028232574,1780294807.026338577,1.437000036239624
1780294807.048759937,1780294807.047988892,1.4299999475479126
1780294807.060819387,1780294807.060211658,1.4299999475479126
1780294807.086221218,1780294807.083323717,1.4329999685287476
1780294807.106528997,1780294807.105566263,1.430999994277954
1780294807.121424198,1780294807.120288849,1.430999994277954
1780294807.144065380,1780294807.142722368,1.4259999990463257
1780294807.170391560,1780294807.165750980,1.409999966621399
1780294807.184795618,1780294807.178692102,1.409999966621399
1780294807.202716112,1780294807.201860905,1.4010000228881836
1780294807.226446867,1780294807.224713564,1.4019999504089355
1780294807.248954535,1780294807.247091770,1.4019999504089355
1780294807.259587526,1780294807.259061813,1.4079999923706055
1780294807.282674551,1780294807.281782866,1.4079999923706055
1780294807.306123257,1780294807.305121899,1.4220000505447388
1780294807.327833891,1780294807.326796532,1.4149999618530273
1780294807.340523958,1780294807.338755608,1.4149999618530273
1780294807.362879515,1780294807.361734629,1.4040000438690186
1780294807.385410786,1780294807.384360790,1.3799999952316284
1780294807.408525705,1780294807.406414747,1.3799999952316284
1780294807.420989037,1780294807.419136763,1.38100004196167
1780294807.441628695,1780294807.440899849,1.3960000276565552
1780294807.465016127,1780294807.463669777,1.3960000276565552
1780294807.486888409,1780294807.486063480,1.3990000486373901
1780294807.509824038,1780294807.508824348,1.3910000324249268
1780294807.524100542,1780294807.520573378,1.3910000324249268
1780294807.543971300,1780294807.543622255,1.3869999647140503
1780294807.566653013,1780294807.565770149,1.3869999647140503
1780294807.578822136,1780294807.578391314,1.378999948501587
1780294807.601152897,1780294807.600496769,1.3730000257492065
1780294807.624514818,1780294807.621814251,1.3730000257492065
1780294807.646249056,1780294807.645045519,1.3730000257492065
1780294807.670090675,1780294807.667109728,1.38100004196167
1780294807.679758072,1780294807.678964138,1.38100004196167
1780294807.702075005,1780294807.701039314,1.3860000371932983
1780294807.723913431,1780294807.723145962,1.4010000228881836
1780294807.748358011,1780294807.746076345,1.4010000228881836
1780294807.769049883,1780294807.767840862,1.4019999504089355
1780294807.782903194,1780294807.780952930,1.4019999504089355
1780294807.804154158,1780294807.802833080,1.3930000066757202
1780294807.827528477,1780294807.824852943,1.3919999599456787
1780294807.849583149,1780294807.847517729,1.3919999599456787
1780294807.861186981,1780294807.859066010,1.3949999809265137
1780294807.884686708,1780294807.880696058,1.4079999923706055
1780294807.904186964,1780294807.902679443,1.4079999923706055
1780294807.929113388,1780294807.924716234,1.409999966621399
1780294807.949085951,1780294807.946822643,1.4199999570846558
1780294807.962039232,1780294807.958833218,1.4199999570846558
1780294807.982648611,1780294807.981896639,1.4210000038146973
1780294808.005745888,1780294808.004175901,1.4160000085830688
1780294808.027521610,1780294808.026441813,1.4160000085830688
1780294808.049261570,1780294808.047744513,1.4149999618530273
1780294808.061451674,1780294808.059919357,1.4149999618530273
1780294808.083392859,1780294808.081694603,1.4190000295639038
1780294808.107470036,1780294808.103903770,1.4259999990463257
1780294808.129048109,1780294808.127886772,1.4259999990463257
1780294808.140869379,1780294808.140330791,1.4320000410079956
1780294808.163389206,1780294808.162639141,1.430999994277954
1780294808.187988997,1780294808.187184572,1.430999994277954
1780294808.200634718,1780294808.199336767,1.4329999685287476
1780294808.223368645,1780294808.222407579,1.4490000009536743
1780294808.245307446,1780294808.243728399,1.4490000009536743
1780294808.266483068,1780294808.265726566,1.4600000381469727
1780294808.281956673,1780294808.279099464,1.4600000381469727
1780294808.307125330,1780294808.306808472,1.4759999513626099
1780294808.321177959,1780294808.318863392,1.472000002861023
1780294808.342864037,1780294808.340824366,1.472000002861023
1780294808.369706869,1780294808.367183447,1.4670000076293945
1780294808.381012917,1780294808.379464149,1.4700000286102295
1780294808.402542114,1780294808.401661396,1.4700000286102295
1780294808.426358700,1780294808.423748493,1.4759999513626099
1780294808.453504086,1780294808.446606636,1.4869999885559082
1780294808.461470366,1780294808.460625648,1.4869999885559082
1780294808.484511852,1780294808.483389378,1.4919999837875366
1780294808.507237434,1780294808.504962921,1.5010000467300415
1780294808.519597769,1780294808.518603563,1.5010000467300415
1780294808.542429447,1780294808.541948080,1.5049999952316284
1780294808.564470530,1780294808.563590765,1.5049999952316284
1780294808.587466955,1780294808.586967230,1.5160000324249268
1780294808.599923134,1780294808.599277258,1.527999997138977
1780294808.622698307,1780294808.622490644,1.527999997138977
1780294808.645513535,1780294808.643770456,1.5290000438690186
1780294808.666239023,1780294808.666039228,1.5140000581741333
1780294808.679808378,1780294808.678077221,1.5140000581741333
1780294808.701817036,1780294808.701440573,1.5069999694824219
1780294808.724368334,1780294808.723937273,1.5069999694824219
1780294808.747727394,1780294808.745738029,1.5069999694824219
1780294808.768119812,1780294808.767650604,1.5180000066757202
1780294808.780163765,1780294808.779589415,1.5180000066757202
1780294808.803014278,1780294808.801908016,1.5479999780654907
1780294808.824246168,1780294808.823901176,1.5509999990463257
1780294808.846970081,1780294808.845867872,1.5509999990463257
1780294808.868083715,1780294808.867703676,1.5440000295639038
1780294808.879884005,1780294808.879615068,1.5269999504089355
1780294808.903925657,1780294808.903441429,1.5269999504089355
1780294808.930187464,1780294808.924592972,1.5290000438690186
1780294808.940454960,1780294808.940074444,1.534000039100647
1780294808.962786436,1780294808.962102175,1.534000039100647
1780294808.984901905,1780294808.984467268,1.5379999876022339
1780294809.003310680,1780294809.002287149,1.555999994277954
1780294809.025506258,1780294809.023726940,1.555999994277954
1780294809.046694756,1780294809.046302319,1.5540000200271606
1780294809.069555283,1780294809.067919493,1.5540000200271606
1780294809.081301212,1780294809.080953121,1.5410000085830688
1780294809.105325222,1780294809.104738474,1.531999945640564
1780294809.128122807,1780294809.127618790,1.531999945640564
1780294809.141020060,1780294809.140558243,1.5180000066757202
1780294809.163900375,1780294809.163353443,1.5219999551773071
1780294809.187201738,1780294809.185395241,1.5219999551773071
1780294809.210276127,1780294809.207856178,1.5329999923706055
1780294809.220590591,1780294809.220070601,1.5490000247955322
1780294809.242133856,1780294809.241751671,1.5490000247955322
1780294809.268204927,1780294809.267764330,1.555999994277954
1780294809.280831337,1780294809.279858112,1.555999994277954
1780294809.306731939,1780294809.302580833,1.5479999780654907
1780294809.325375795,1780294809.324806690,1.5369999408721924
1780294809.346923113,1780294809.346733570,1.5369999408721924
1780294809.359947681,1780294809.359074354,1.5219999551773071
1780294809.381113768,1780294809.380632639,1.5260000228881836
1780294809.404215097,1780294809.403293610,1.5260000228881836
1780294809.425175190,1780294809.424753189,1.534999966621399
1780294809.450481176,1780294809.447215796,1.5490000247955322
1780294809.462375164,1780294809.458703756,1.5490000247955322
1780294809.483054638,1780294809.482326031,1.5460000038146973
1780294809.505295038,1780294809.504726410,1.5460000038146973
1780294809.527835131,1780294809.526716709,1.5460000038146973
1780294809.539779425,1780294809.538892746,1.5399999618530273
1780294809.563544273,1780294809.562082291,1.5399999618530273
1780294809.585110426,1780294809.584344387,1.534999966621399
1780294809.610235691,1780294809.608833551,1.5429999828338623
1780294809.621129990,1780294809.620617390,1.5429999828338623
1780294809.643615246,1780294809.642864227,1.5410000085830688
1780294809.668155193,1780294809.665483952,1.5329999923706055
1780294809.688796043,1780294809.687736034,1.5329999923706055
1780294809.701916933,1780294809.700229645,1.5269999504089355
1780294809.722919464,1780294809.722509384,1.5240000486373901
1780294809.747225285,1780294809.745309591,1.5240000486373901
1780294809.767535210,1780294809.766967773,1.531000018119812
1780294809.779228926,1780294809.778515339,1.531000018119812
1780294809.802147388,1780294809.801437140,1.5449999570846558
1780294809.830034733,1780294809.825387239,1.5399999618530273
1780294809.848539352,1780294809.847858906,1.5399999618530273
1780294809.860112667,1780294809.859665871,1.5379999876022339
1780294809.885086298,1780294809.884036303,1.527999997138977
1780294809.907647133,1780294809.906999350,1.527999997138977
1780294809.919775248,1780294809.918750048,1.531999945640564
1780294809.941561699,1780294809.940711737,1.5329999923706055
1780294809.964495420,1780294809.963653088,1.5329999923706055
1780294809.986989975,1780294809.985691786,1.5429999828338623
1780294810.010240078,1780294810.007865429,1.5570000410079956
1780294810.022500515,1780294810.019698858,1.5570000410079956
1780294810.047588110,1780294810.042202950,1.5579999685287476
1780294810.066550970,1780294810.065795183,1.5579999685287476
1780294810.080574989,1780294810.080270290,1.559999942779541
1780294810.103574753,1780294810.103294373,1.5499999523162842
1780294810.128405333,1780294810.127783298,1.5499999523162842
1780294810.141045809,1780294810.140256166,1.5230000019073486
1780294810.168697119,1780294810.166085005,1.5119999647140503
1780294810.182044983,1780294810.181169033,1.5119999647140503
1780294810.208777666,1780294810.208155155,1.5169999599456787
1780294810.220264912,1780294810.219541550,1.5240000486373901
1780294810.243313074,1780294810.243132114,1.5240000486373901
1780294810.265497923,1780294810.264647007,1.531000018119812
1780294810.287694931,1780294810.287349224,1.531000018119812
1780294810.300011635,1780294810.298605442,1.5410000085830688
1780294810.323079586,1780294810.320633173,1.527999997138977
1780294810.343554735,1780294810.342845678,1.527999997138977
1780294810.358687878,1780294810.358386993,1.5199999809265137
1780294810.383715153,1780294810.383087158,1.5160000324249268
1780294810.405283451,1780294810.404722929,1.5160000324249268
1780294810.427208185,1780294810.426741838,1.5290000438690186
1780294810.439350128,1780294810.438956022,1.534999966621399
1780294810.463851929,1780294810.463472366,1.534999966621399
1780294810.487334728,1780294810.486809969,1.5410000085830688
1780294810.499249220,1780294810.498734236,1.534000039100647
1780294810.522713423,1780294810.522013187,1.534000039100647
1780294810.544503450,1780294810.543547630,1.5290000438690186
1780294810.568207264,1780294810.565898657,1.5290000438690186
1780294810.580023766,1780294810.578697681,1.531999945640564
1780294810.602786779,1780294810.602192640,1.5399999618530273
1780294810.624229908,1780294810.623715878,1.5399999618530273
1780294810.647715330,1780294810.647025108,1.5499999523162842
1780294810.660105228,1780294810.658883572,1.5509999990463257
1780294810.682033539,1780294810.681075573,1.5509999990463257
1780294810.704568148,1780294810.703738689,1.5640000104904175
1780294810.727213860,1780294810.726405382,1.5770000219345093
1780294810.739125729,1780294810.738562346,1.5770000219345093
1780294810.761529922,1780294810.761039972,1.569000005722046
1780294810.787319183,1780294810.783262253,1.569000005722046
1780294810.806491613,1780294810.805401564,1.5089999437332153
1780294810.822795391,1780294810.822383881,1.4889999628067017
1780294810.844733477,1780294810.843827963,1.4889999628067017
1780294810.867757082,1780294810.866375208,1.4819999933242798
1780294810.889721870,1780294810.888679266,1.496999979019165
1780294810.902606249,1780294810.902153015,1.496999979019165
1780294810.925800085,1780294810.923932552,1.531999945640564
1780294810.946715832,1780294810.946355820,1.5449999570846558
1780294810.969165325,1780294810.967894793,1.5449999570846558
1780294810.980912209,1780294810.979749918,1.5410000085830688
1780294811.002212048,1780294811.001702070,1.5219999551773071
1780294811.024178028,1780294811.023660898,1.5219999551773071
1780294811.046221733,1780294811.045806885,1.4989999532699585
1780294811.070559740,1780294811.070257902,1.4989999532699585
1780294811.082326889,1780294811.081735134,1.4989999532699585
1780294811.104184389,1780294811.103723049,1.5089999437332153
1780294811.130015612,1780294811.126404285,1.5089999437332153
1780294811.139175177,1780294811.138613462,1.5260000228881836
1780294811.160784960,1780294811.160593748,1.5369999408721924
1780294811.183857918,1780294811.182623386,1.5369999408721924
1780294811.205013037,1780294811.204828024,1.531999945640564
1780294811.227968693,1780294811.227324963,1.5149999856948853
1780294811.239229202,1780294811.238590717,1.5149999856948853
1780294811.260712147,1780294811.260489225,1.4780000448226929
1780294811.284090042,1780294811.283879757,1.4780000448226929
1780294811.307278872,1780294811.306439877,1.4600000381469727
1780294811.325077057,1780294811.324481726,1.4550000429153442
1780294811.347047567,1780294811.346640825,1.4550000429153442
1780294811.360360146,1780294811.358478069,1.4609999656677246
1780294811.384091616,1780294811.383188725,1.4700000286102295
1780294811.406461477,1780294811.405850410,1.4700000286102295
1780294811.429330111,1780294811.427805901,1.4880000352859497
1780294811.442562580,1780294811.442240715,1.5049999952316284
1780294811.466841698,1780294811.464217424,1.5049999952316284
1780294811.486498594,1780294811.485661983,1.5329999923706055
1780294811.498080730,1780294811.497780085,1.527999997138977
1780294811.522860289,1780294811.520604849,1.527999997138977
1780294811.545755386,1780294811.545470238,1.5160000324249268
1780294811.558302879,1780294811.558054686,1.5160000324249268
1780294811.581893921,1780294811.579703331,1.4900000095367432
1780294811.604491711,1780294811.602366686,1.4880000352859497
1780294811.624882221,1780294811.624679089,1.4880000352859497
1780294811.647859335,1780294811.646834850,1.503999948501587
1780294811.658668995,1780294811.658447266,1.5099999904632568
1780294811.681444645,1780294811.681084156,1.5099999904632568
1780294811.703042269,1780294811.702838421,1.534999966621399
1780294811.725512266,1780294811.725279093,1.5410000085830688
1780294811.748168230,1780294811.746701241,1.5410000085830688
1780294811.758941412,1780294811.758615255,1.5210000276565552
1780294811.784406900,1780294811.781033993,1.5210000276565552
1780294811.803732872,1780294811.803038597,1.4930000305175781
1780294811.826169491,1780294811.825838327,1.4989999532699585
1780294811.839379787,1780294811.838135004,1.4989999532699585
1780294811.861151457,1780294811.860840082,1.5099999904632568
1780294811.885926485,1780294811.885093212,1.5119999647140503
1780294811.899009228,1780294811.898486137,1.5119999647140503
1780294811.923656225,1780294811.923265219,1.5169999599456787
1780294811.946729422,1780294811.945840359,1.5230000019073486
1780294811.968082905,1780294811.967818975,1.5230000019073486
1780294811.979794502,1780294811.979628325,1.5290000438690186
1780294812.002455950,1780294812.001893044,1.5379999876022339
1780294812.026185513,1780294812.024390221,1.5379999876022339
1780294812.045993805,1780294812.045766115,1.531999945640564
1780294812.068136930,1780294812.067883253,1.531999945640564
1780294812.080005169,1780294812.079577923,1.5230000019073486
1780294812.102452040,1780294812.101962566,1.5240000486373901
1780294812.125058413,1780294812.124791145,1.5240000486373901
1780294812.147606134,1780294812.146726847,1.531999945640564
1780294812.163493395,1780294812.158631563,1.5390000343322754
1780294812.181540489,1780294812.181183815,1.5390000343322754
1780294812.204647541,1780294812.204323769,1.534999966621399
1780294812.231955767,1780294812.227296591,1.534000039100647
1780294812.243740559,1780294812.243189335,1.534000039100647
1780294812.265737295,1780294812.265483856,1.534999966621399
1780294812.278670549,1780294812.278405666,1.534999966621399
1780294812.306025505,1780294812.302081347,1.5460000038146973
1780294812.324331284,1780294812.324081898,1.5460000038146973
1780294812.346725464,1780294812.346447706,1.5460000038146973
1780294812.359396935,1780294812.358573914,1.5440000295639038
1780294812.381074905,1780294812.380749941,1.5390000343322754
1780294812.403530121,1780294812.403187752,1.5390000343322754
1780294812.426651955,1780294812.426014185,1.5269999504089355
1780294812.440275669,1780294812.438066483,1.531999945640564
1780294812.471885920,1780294812.470654011,1.531999945640564
1780294812.483625889,1780294812.482640743,1.5509999990463257
1780294812.506108284,1780294812.505764484,1.562999963760376
1780294812.532113791,1780294812.527596474,1.562999963760376
1780294812.542573690,1780294812.540118217,1.5770000219345093
1780294812.562330246,1780294812.561814785,1.5770000219345093
1780294812.584434032,1780294812.583425522,1.5859999656677246
1780294812.606434107,1780294812.606037617,1.5959999561309814
1780294812.620493412,1780294812.618654728,1.5959999561309814
1780294812.646549940,1780294812.642573118,1.5959999561309814
1780294812.665347099,1780294812.664907694,1.590000033378601
1780294812.687368870,1780294812.686632633,1.590000033378601
1780294812.700546265,1780294812.698892117,1.5859999656677246
1780294812.721363306,1780294812.720927954,1.5889999866485596
1780294812.744433403,1780294812.744187832,1.5889999866485596
1780294812.767148733,1780294812.766710281,1.5800000429153442
1780294812.789124966,1780294812.788603306,1.5800000429153442
1780294812.801038265,1780294812.800434828,1.5740000009536743
1780294812.823281765,1780294812.822504997,1.5549999475479126
1780294812.845882654,1780294812.844512224,1.5549999475479126
1780294812.868302345,1780294812.867521286,1.5570000410079956
1780294812.880569458,1780294812.879886866,1.5479999780654907
1780294812.902205467,1780294812.901668072,1.5479999780654907
1780294812.925151587,1780294812.924220324,1.5219999551773071
1780294812.947358131,1780294812.945811510,1.503000020980835
1780294812.968766928,1780294812.967694521,1.503000020980835
1780294812.980737209,1780294812.979561329,1.5149999856948853
1780294813.002143145,1780294813.001770496,1.5440000295639038
1780294813.025093317,1780294813.024649143,1.5440000295639038
1780294813.047209263,1780294813.046654940,1.600000023841858
1780294813.058912039,1780294813.058530569,1.600000023841858
1780294813.082197666,1780294813.081899166,1.6299999952316284
1780294813.103975296,1780294813.103561878,1.621999979019165
1780294813.127085447,1780294813.125895023,1.621999979019165
1780294813.140760422,1780294813.140338898,1.5720000267028809
1780294813.163270473,1780294813.162259340,1.5449999570846558
1780294813.184670687,1780294813.183549643,1.5449999570846558
1780294813.207019567,1780294813.206073523,1.5479999780654907
1780294813.226232529,1780294813.225869417,1.565999984741211
1780294813.238808155,1780294813.238466740,1.565999984741211
1780294813.262081146,1780294813.260852098,1.6050000190734863
1780294813.283829451,1780294813.282809973,1.6050000190734863
1780294813.315605402,1780294813.304791451,1.61899995803833
1780294813.331529140,1780294813.326698303,1.6119999885559082
1780294813.341187477,1780294813.339466572,1.6119999885559082
1780294813.369554520,1780294813.368575096,1.5750000476837158
1780294813.382291317,1780294813.381629705,1.565999984741211
1780294813.406163931,1780294813.405745983,1.565999984741211
1780294813.418188572,1780294813.417689562,1.5579999685287476
1780294813.440470219,1780294813.440157652,1.5549999475479126
1780294813.465087652,1780294813.464792967,1.5549999475479126
1780294813.487729311,1780294813.487055063,1.5740000009536743
1780294813.499356747,1780294813.498976946,1.5740000009536743
1780294813.526230335,1780294813.525866508,1.5809999704360962
1780294813.548145294,1780294813.547733068,1.5839999914169312
1780294813.560366869,1780294813.559890985,1.5839999914169312
1780294813.581876278,1780294813.581478834,1.5859999656677246
1780294813.604331732,1780294813.603587151,1.5859999656677246
1780294813.626902580,1780294813.626526594,1.5859999656677246
1780294813.640673876,1780294813.638487339,1.600000023841858
1780294813.661158323,1780294813.660431385,1.6030000448226929
1780294813.684426069,1780294813.683415651,1.6030000448226929
1780294813.707422256,1780294813.706160784,1.600000023841858
1780294813.719621181,1780294813.718479872,1.590000033378601
1780294813.742213964,1780294813.741857529,1.590000033378601
1780294813.765614748,1780294813.765335083,1.5640000104904175
1780294813.779777765,1780294813.778905392,1.5640000104904175
1780294813.802740574,1780294813.801671267,1.5499999523162842
1780294813.823766470,1780294813.823454380,1.5410000085830688
1780294813.846178770,1780294813.845783234,1.5410000085830688
1780294813.869182110,1780294813.867989302,1.5740000009536743
1780294813.891558409,1780294813.890372515,1.590999960899353
1780294813.902839899,1780294813.902296066,1.590999960899353
1780294813.927325964,1780294813.925710678,1.5920000076293945
1780294813.938117266,1780294813.937761545,1.5920000076293945
1780294813.961152077,1780294813.960587740,1.5920000076293945
1780294813.982947111,1780294813.982545137,1.5839999914169312
1780294814.005125284,1780294814.004641771,1.5859999656677246
1780294814.028060675,1780294814.027479410,1.5859999656677246
1780294814.044436693,1780294814.044085026,1.6119999885559082
1780294814.058772326,1780294814.057917356,1.6119999885559082
1780294814.082117081,1780294814.081130743,1.625
1780294814.103551388,1780294814.102531672,1.6260000467300415
1780294814.125600100,1780294814.125142813,1.6260000467300415
1780294814.147605419,1780294814.147146463,1.6050000190734863
1780294814.165805340,1780294814.158893347,1.6089999675750732
1780294814.188217163,1780294814.182062626,1.6089999675750732
1780294814.211634636,1780294814.204653263,1.6180000305175781
1780294814.235766888,1780294814.235100269,1.61899995803833
1780294814.246889591,1780294814.237968922,1.61899995803833
1780294814.263580561,1780294814.262437344,1.6230000257492065
1780294814.285802126,1780294814.284400225,1.6230000257492065
1780294814.306970596,1780294814.306464434,1.6239999532699585
1780294814.319911718,1780294814.318934679,1.628000020980835
1780294814.341159105,1780294814.340557575,1.628000020980835
1780294814.363339901,1780294814.362533331,1.6349999904632568
1780294814.387005568,1780294814.386277199,1.6430000066757202
1780294814.398892164,1780294814.398385763,1.6430000066757202
1780294814.420973778,1780294814.420440435,1.6360000371932983
1780294814.443810463,1780294814.442992926,1.63100004196167
1780294814.465970755,1780294814.464864492,1.63100004196167
1780294814.483434439,1780294814.482403994,1.6180000305175781
1780294814.505628824,1780294814.504978418,1.6180000305175781
1780294814.519810915,1780294814.519315481,1.6139999628067017
1780294814.543904066,1780294814.542597294,1.6109999418258667
1780294814.565426111,1780294814.564637899,1.6109999418258667
1780294814.587762594,1780294814.586715698,1.628000020980835
1780294814.605123997,1780294814.598541975,1.6410000324249268
1780294814.627589703,1780294814.626927853,1.6410000324249268
1780294814.638978958,1780294814.638395071,1.6510000228881836
1780294814.663787603,1780294814.663083553,1.6430000066757202
1780294814.685756207,1780294814.685103416,1.6430000066757202
1780294814.700797081,1780294814.699244022,1.6339999437332153
1780294814.722557783,1780294814.721398592,1.628999948501587
1780294814.744106054,1780294814.740079880,1.628999948501587
1780294814.762745380,1780294814.761715889,1.6360000371932983
1780294814.785571814,1780294814.784297466,1.6360000371932983
1780294814.807372808,1780294814.806506634,1.656000018119812
1780294814.820031881,1780294814.818839312,1.684999942779541
1780294814.841216803,1780294814.840941668,1.684999942779541
1780294814.864126682,1780294814.863312721,1.6979999542236328
1780294814.886746645,1780294814.885937452,1.687000036239624
1780294814.898965597,1780294814.898080587,1.687000036239624
1780294814.922794580,1780294814.921616793,1.6770000457763672
1780294814.944360971,1780294814.943696260,1.6640000343322754
1780294814.960129499,1780294814.959353447,1.6640000343322754
1780294814.982997417,1780294814.982685328,1.6799999475479126
1780294815.005377293,1780294815.004551411,1.6829999685287476
1780294815.027829647,1780294815.027133226,1.6829999685287476
1780294815.039428711,1780294815.039186478,1.6740000247955322
1780294815.064289570,1780294815.063206673,1.6740000247955322
1780294815.086229801,1780294815.085231304,1.6699999570846558
1780294815.107911825,1780294815.107535362,1.6820000410079956
1780294815.120879412,1780294815.120412111,1.6820000410079956
1780294815.144772053,1780294815.144330740,1.6959999799728394
1780294815.167300463,1780294815.166595697,1.7020000219345093
1780294815.179637671,1780294815.179070950,1.7020000219345093
1780294815.201338053,1780294815.200593472,1.6920000314712524
1780294815.223901510,1780294815.223098993,1.6829999685287476
1780294815.246004105,1780294815.245484114,1.6829999685287476
1780294815.268117905,1780294815.267493248,1.6749999523162842
1780294815.280575752,1780294815.279482365,1.6749999523162842
1780294815.304687262,1780294815.301466942,1.6699999570846558
1780294815.326347351,1780294815.323874712,1.6740000247955322
1780294815.346708775,1780294815.345540524,1.6740000247955322
1780294815.369631052,1780294815.367534399,1.6660000085830688
1780294815.380841732,1780294815.380605936,1.6660000085830688
1780294815.403184652,1780294815.402404070,1.6660000085830688
1780294815.424981833,1780294815.424553156,1.6679999828338623
1780294815.447600842,1780294815.447275639,1.6629999876022339
1780294815.459637403,1780294815.459379435,1.6629999876022339
1780294815.482285500,1780294815.481309891,1.656999945640564
1780294815.504203796,1780294815.503623247,1.656999945640564
1780294815.527313709,1780294815.525646925,1.659000039100647
1780294815.540927649,1780294815.538808584,1.6759999990463257
1780294815.561339855,1780294815.560336590,1.6759999990463257
1780294815.585007191,1780294815.583383083,1.684999942779541
1780294815.606336594,1780294815.605987787,1.6970000267028809
1780294815.620834112,1780294815.620617151,1.6970000267028809
1780294815.645398378,1780294815.642932415,1.6990000009536743
1780294815.664994717,1780294815.664679050,1.6959999799728394
1780294815.687581301,1780294815.687277079,1.6959999799728394
1780294815.699692726,1780294815.699433088,1.6920000314712524
1780294815.727852821,1780294815.727257252,1.6859999895095825
1780294815.743321419,1780294815.740566730,1.6859999895095825
1780294815.765510559,1780294815.764782667,1.687000036239624
1780294815.783624887,1780294815.782883883,1.687000036239624
1780294815.806784391,1780294815.806422949,1.680999994277954
1780294815.820148230,1780294815.819402218,1.6629999876022339
1780294815.841726065,1780294815.841502428,1.6629999876022339
